Brand,City,Country,Email,Hours,House_Number,ID,Latitude,Longitude,Name,Phone Number,Postal_Code,Province,Street,Website,Wheelchair,geometry
,,,,,1911,6370640613,43.7570428,-79.5144620,Jane Finch Variety,,,,Finch Avenue West,,,POINT (-79.51446199999999 43.7570428)
,,,,,1,6370871210,43.7579518,-79.5201792,Ross Convenience,,,,York Gate Boulevard,,,POINT (-79.5201792 43.7579518)
,Toronto,,,,1110,6371102737,43.6601055,-79.4347961,ABC Convenient,,,,Bloor Street West,,,POINT (-79.4347961 43.6601055)
,,,,,,6371265832,43.7692462,-79.5210057,Super Stop,,,,,,,POINT (-79.5210057 43.7692462)
,,,,,942,6376096828,43.6536779,-79.4266697,Sunshine,,,,College Street,,,POINT (-79.42666970000001 43.6536779)
,Toronto,,,,2184,6376145779,43.6516820,-79.4747154,T.J.'s Variety,,,,Bloor Street West,,,POINT (-79.47471539999999 43.651682)
,Toronto,,,,2145,6382389309,43.6526538,-79.4499171,Lambert's Pump,,,,Dundas Street West,,,POINT (-79.44991709999999 43.6526538)
,,,,,,6386821108,43.6015029,-79.5003158,Select,,,,,,,POINT (-79.5003158 43.6015029)
,Toronto,,,,795,6386975375,43.6429243,-79.4068663,QQ Store,,,,King Street West,,,POINT (-79.4068663 43.6429243)
,,,,,,6399214580,43.6769670,-79.3043885,K & S Milk Store,,,,,,,POINT (-79.3043885 43.676967)
,,,,,,6402291682,43.6615589,-79.3372925,Variety Store Tina Dry Cleaning,,,,,,,POINT (-79.3372925 43.6615589)
,,,,,,6402681572,43.6448585,-79.3943350,Super Stop Convenience,,,,,,,POINT (-79.394335 43.6448585)
,,,,Mo-Sa 08:00-22:00; Su 09:00-22:00,,6419518871,43.6486216,-79.5068423,Kingsway Pop's Smoke Shop,,,,Wendover Road,,,POINT (-79.5068423 43.6486216)
,,,,,430,6419914086,43.6484671,-79.3983027,Winton's Grocery,,,,Queen Street West,,,POINT (-79.3983027 43.6484671)
,,,,,,6426838155,43.6493434,-79.4266140,,,,,,,,POINT (-79.426614 43.6493434)
,,,,,,6443996985,43.6589670,-79.4427429,Viva Latinos,,,,Lansdowne Avenue,,,POINT (-79.4427429 43.658967)
,,,,,,6468845402,43.6414899,-79.4227101,Convenience Canada,,,,,,,POINT (-79.4227101 43.6414899)
,,,,"Mo-Th 07:00-23:00, Fr 07:00-24:00, Sa 08:00-24:00, Su 08:00-23:00",,6468845403,43.6419776,-79.4236536,Am2Pm Express Market,,,,,,,POINT (-79.42365359999999 43.6419776)
,Toronto,,,,1326,6481876644,43.6417629,-79.4314548,Lynn's Convenience,,,,Queen Street West,,,POINT (-79.4314548 43.6417629)
,,,,,,6482625774,43.6405446,-79.4375045,Convenience Canada,,,,,,,POINT (-79.4375045 43.6405446)
,Toronto,,,,1506,6482625781,43.6403782,-79.4383095,Mandala,+1-647-352-1234,,,Queen Street West,,,POINT (-79.4383095 43.6403782)
,,,,,,6491062670,43.6647796,-79.5025944,Dundas Food Mart,,,,,,,POINT (-79.50259440000001 43.6647796)
,,,,,,6491116384,43.6654445,-79.4868778,Esso Dundas Mart,,,,,,,POINT (-79.4868778 43.6654445)
,,,,,,6491320427,43.6650300,-79.4685998,Bruce's Gifts & Variety,,,,,,,POINT (-79.46859980000001 43.66503)
,,,,,2938,6491357326,43.6655497,-79.4675041,Junction Gardens Grand Bargain,,,,Dundas Street West,,,POINT (-79.4675041 43.6655497)
,,,,,,6491425300,43.6652451,-79.4659766,Mavety Milk & Variety,,,,,,,POINT (-79.4659766 43.6652451)
,,,,,,6491503975,43.6660426,-79.4645578,Five Star Convenience,,,,,,,POINT (-79.46455779999999 43.6660426)
,,,,,2850,6491618241,43.6655128,-79.4643390,Big Convenience,,,,Dundas Street West,,,POINT (-79.464339 43.6655128)
,,,,,,6491731389,43.6655025,-79.4621614,One Stop Variety,,,,,,,POINT (-79.4621614 43.6655025)
,,,,,2776,6491731396,43.6654380,-79.4616590,T&P Vietnam Market,,,,Dundas Street West,,,POINT (-79.461659 43.665438)
,,,,,,6493338026,43.6394488,-79.4417632,Sam Fine Foods,,,,,,,POINT (-79.4417632 43.6394488)
,,,,,1578,6493338035,43.6399185,-79.4406324,Lee's Variety,,,,Queen Street West,,,POINT (-79.4406324 43.6399185)
,,,,,1534,6493338043,43.6401636,-79.4393803,Bernard's Pilipino Specialties,+1-416-534-3640,,,Queen Street West,,,POINT (-79.4393803 43.6401636)
,,,,,,6528691701,43.6470755,-79.3953670,Convenience,,,,,,,POINT (-79.39536699999999 43.6470755)
,,,,,,6533178798,43.6552532,-79.4167060,Hong's Convenience,,,,,,,POINT (-79.416706 43.6552532)
,,,,,,6538387674,43.7405221,-79.5124453,Jane Variety,,,,,,,POINT (-79.5124453 43.7405221)
,,,,,,6538393796,43.7286937,-79.5092255,Exbury Variety,,,,,,,POINT (-79.5092255 43.7286937)
,,,,,,6538443778,43.7226460,-79.4985016,Downsview Market,,,,,,,POINT (-79.4985016 43.722646)
,,,,,,6538443781,43.7226865,-79.4983208,Wilson Variety,,,,,,,POINT (-79.4983208 43.7226865)
,,,,,,6538687480,43.7266357,-79.4833174,Keele & Wilson Mr. Smoke & Variety,,,,,,,POINT (-79.4833174 43.7266357)
,,,,,,6538687885,43.7266760,-79.4831298,Bayanihan Express,,,,,,,POINT (-79.4831298 43.726676)
,,,,,,6545539551,43.7300350,-79.4703445,Darrel Concept Philippines,,,,,,,POINT (-79.4703445 43.730035)
,,,,,,6545539552,43.7300240,-79.4704075,Sabor Tolimense,,,,,,,POINT (-79.47040749999999 43.730024)
Shell Select,,,,,,6545539576,43.7300641,-79.4675649,Shell Select,,,,,,,POINT (-79.4675649 43.7300641)
,,,,,,6545575952,43.7303189,-79.4668629,El Rancherito,,,,,,,POINT (-79.4668629 43.7303189)
,,,,,,6545575960,43.7308710,-79.4671015,Andy's Variety,,,,,,,POINT (-79.4671015 43.730871)
,,,,,,6545586937,43.7313797,-79.4648466,K&D Variety,,,,,,,POINT (-79.4648466 43.7313797)
,,,,,,6545586952,43.7316589,-79.4635388,Sunny Days Smoke & Variety,,,,,,,POINT (-79.46353879999999 43.7316589)
,,,,,,6545684809,43.7307752,-79.4587718,Yorkdale Mini Mart,,,,,,,POINT (-79.45877179999999 43.7307752)
,,,,,,6548273300,43.7207273,-79.4558022,Yorkdale Mart,,,,,,,POINT (-79.45580219999999 43.7207273)
,,,,,,6548275982,43.7159870,-79.4547834,Variety Plus,,,,,,,POINT (-79.4547834 43.715987)
,,,,,,6548584926,43.7104043,-79.4542887,Ready Go,,,,,,,POINT (-79.45428870000001 43.7104043)
,,,,,,6549480721,43.7068498,-79.4529535,Sunny Convenience,,,,,,,POINT (-79.45295350000001 43.7068498)
,,,,,,6549482204,43.7078657,-79.4537431,Astro Variety & Gift,,,,,,,POINT (-79.4537431 43.7078657)
,,,,,,6549482219,43.7073707,-79.4527725,Neighbours Coffee,,,,,,,POINT (-79.45277249999999 43.7073707)
,,,,,,6549549799,43.7016543,-79.4517131,Fairbank Convenience,,,,,,,POINT (-79.45171310000001 43.7016543)
,,,,,,6549657697,43.6980335,-79.4514756,Vari Coffee Deli & Variety Store,,,,,,,POINT (-79.45147559999999 43.6980335)
,,,,,,6549810542,43.6969051,-79.4455636,Bahay Ni Cuya,,,,,,,POINT (-79.4455636 43.6969051)
,,,,,,6549810559,43.6970629,-79.4446328,Nino's Variety,,,,,,,POINT (-79.44463279999999 43.6970629)
,,,,,,6550466765,43.6930835,-79.4411940,Canlube,,,,,,,POINT (-79.441194 43.6930835)
,,,,,,6550543838,43.6882712,-79.4257973,Go Market,,,,,,,POINT (-79.4257973 43.6882712)
,,,,,,6550544305,43.6875665,-79.4238769,K-Variety,,,,,,,POINT (-79.4238769 43.6875665)
,,,,,,6550544308,43.6876862,-79.4241696,Sun Milk & Variety,,,,,,,POINT (-79.4241696 43.6876862)
,,,,,,6550544310,43.6860382,-79.4222668,Mister Milk,,,,,,,POINT (-79.4222668 43.6860382)
,,,,,,6550544314,43.6845219,-79.4212781,U-Save Milk Store,,,,,,,POINT (-79.42127809999999 43.6845219)
,,,,,,6551615802,43.6679744,-79.4124909,Stanley's Variety and Grocery,,,,,,,POINT (-79.41249089999999 43.6679744)
,,,,,,6551651368,43.7152662,-79.4469780,Super Stop,,,,,,,POINT (-79.446978 43.7152662)
,,,,,,6551673035,43.6404044,-79.3911995,Harbourview Convenience,,,,,,,POINT (-79.3911995 43.6404044)
,,,,,,6551728785,43.7070298,-79.4425712,Yes! Convenience,,,,,,,POINT (-79.4425712 43.7070298)
Circle K,,,,,,6554662251,43.7428217,-79.5974077,Circle K,,,,,,,POINT (-79.59740770000001 43.7428217)
,,,,,,6554677031,43.7429525,-79.6036459,Green's West Indian Groceries,,,,,,,POINT (-79.6036459 43.7429525)
,,,,,,6554677033,43.7430325,-79.6036305,Y.H. Convenience,,,,,,,POINT (-79.60363049999999 43.7430325)
,,,,,,6578943820,43.7050425,-79.3465101,Kitchen Food Fair,,,,,,,POINT (-79.3465101 43.7050425)
,,,,,,6593325675,43.7439644,-79.2176769,Tajmahal Foods,,,,,,,POINT (-79.2176769 43.7439644)
,,,,,,6593325987,43.7443406,-79.2168211,Adabraka Supermarket,,,,,,,POINT (-79.2168211 43.7443406)
,,,,,,6593325988,43.7443550,-79.2167359,TSV Convenience,,,,,,,POINT (-79.2167359 43.744355)
,,,,,,6593325990,43.7444773,-79.2162163,Sunny Convenience,,,,,,,POINT (-79.2162163 43.7444773)
,,,,,,6593955518,43.7436828,-79.2196410,Batala Supermarket,,,,,,,POINT (-79.219641 43.7436828)
,,,,,,6593955520,43.7436417,-79.2188167,Kalanchiyam Food Mart,,,,,,,POINT (-79.2188167 43.7436417)
,,,,,,6593958403,43.7453833,-79.2203769,Markham Convenience,,,,,,,POINT (-79.22037690000001 43.7453833)
,,,,,,6593958655,43.7582728,-79.2243288,Divinus Tropical Foods,,,,,,,POINT (-79.22432879999999 43.7582728)
,,,,,,6593958659,43.7594476,-79.2242192,8 to 11 Milk & Flower Convenience,,,,,,,POINT (-79.22421919999999 43.7594476)
,,,,,,6594592560,43.7669344,-79.2276627,Painted Post Convenience,,,,,,,POINT (-79.2276627 43.7669344)
,,,,,,6594592584,43.7676369,-79.2288606,Cedarhill Milk & Variety,,,,,,,POINT (-79.2288606 43.7676369)
,,,,,,6594604557,43.7678648,-79.2290077,Mirch Masala Groceries,,,,,,,POINT (-79.2290077 43.7678648)
,,,,,,6594606085,43.7676725,-79.2288791,My Choice Paan & Video,,,,,,,POINT (-79.2288791 43.7676725)
,,,,,,6594754974,43.7757206,-79.2305520,Fortune's Convenience,,,,,,,POINT (-79.230552 43.7757206)
Daisy Mart,,,,,,6600812036,43.7584537,-79.2337242,Daisy Mart,,,,,,,POINT (-79.2337242 43.7584537)
,,,,,,6600846472,43.7612655,-79.2166848,Lawrence Mart,,,,,,,POINT (-79.2166848 43.7612655)
,,,,,,6600852111,43.7596084,-79.2232943,Midnight Convenience,,,,,,,POINT (-79.22329430000001 43.7596084)
,,,,,,6600865387,43.7630551,-79.2154493,Jug City,,,,,,,POINT (-79.2154493 43.7630551)
,,,,,,6600870348,43.7628818,-79.2091890,Get N' Go Convenience,,,,,,,POINT (-79.20918899999999 43.7628818)
,,,,,,6600870354,43.7628024,-79.2096785,Prem Grocerie,,,,,,,POINT (-79.2096785 43.7628024)
,,,,,,6603471799,43.8075778,-79.2209459,Rubini's West Indian Grocers,,,,,,,POINT (-79.2209459 43.8075778)
Circle K,,,,,,6612435284,43.7990392,-79.1470240,Circle K,,,,,,,POINT (-79.147024 43.7990392)
,Etobicoke,,,Mo-Fr 08:30-21:00; Sa 09:00-21:00; Su 09:00-14:00,16,6645807510,43.6043443,-79.4936615,Tim's Mini Mart,+1-416-503-8864,M8V 2T2,,Royal York Road,http://timsminimart.com,,POINT (-79.4936615 43.6043443)
,,,,,,6647324024,43.7186897,-79.3040485,Sak's Fine Foods,,,,,,,POINT (-79.30404849999999 43.7186897)
,,,,,,6685670179,43.6592056,-79.3488595,Fortune Smoke & Gifts Store,,,,,,,POINT (-79.3488595 43.6592056)
,,,,,,6685670210,43.6605601,-79.3428601,Eddie's Convenience,,,,,,,POINT (-79.3428601 43.6605601)
Circle K,Scarborough,,,,2900,6762402712,43.7394409,-79.2383043,Circle K,,M1J 2E4,,Eglinton Avenue East,,,POINT (-79.2383043 43.7394409)
,,,,,788,6808438773,43.6520364,-79.4080015,Dundas Grocery,+1-416-902-9818,,,Dundas Street West,,,POINT (-79.4080015 43.6520364)
,,,,,,6839073355,43.7554949,-79.4409028,,,,,,,,POINT (-79.4409028 43.7554949)
,,,,,830,6848315607,43.6545444,-79.4224875,College Variety Plus,,,,College Street,,,POINT (-79.4224875 43.6545444)
,,,,,,6923531988,43.6690820,-79.3356929,Smokers Mart,,,,,,,POINT (-79.3356929 43.669082)
,,,,,,7048236683,43.7074964,-79.2498632,,,,,,,,POINT (-79.24986319999999 43.7074964)
,,,,,,7048255486,43.7072677,-79.2499764,Banglazabar Supermarket,,,,,,,POINT (-79.24997639999999 43.7072677)
